ลำดับ,รหัสวัสดุ,ชื่อวัสดุ,หมวดวัสดุ,ราคาซื้อ,"จำนวน
ซื้อ",หน่วยนับ,"จำนวน
ขั้นต่ำ","จำนวน
สูงสุด",จำนวนสินค้าคงเหลือ,สถานะการเติมสินค้า,"สถานะ
การใช้",ราคาชื้อรวม,"จำนวนการเบิก
ถึงปัจุบัน","เฉลี่ยเบิก
ต่อเดือน",รูปภาพ
159,1ล03,ลังประกอบ,วัสดุสำนักงาน,55.00,48,ลัง,5,100,0,วัสดุหมด,ประจำ,"2,640.00",0,0,
160,1ล04,ลิควิด,วัสดุสำนักงาน,60.00,48,แท่ง,10,50,0,วัสดุหมด,ประจำ,"2,880.00",0,0,
161,1ล05,ลิ้นแฟ้มพลาสติก,วัสดุสำนักงาน,120.00,,แพ็ค,2,6,0,วัสดุหมด,ประจำ,720.00,0,0,
162,1ล06,ลิ้นแฟ้มโลหะ,วัสดุสำนักงาน,50.00,,แพ็ค,2,6,0,วัสดุหมด,ประจำ,300.00,0,0,
163,1ล07,ลูกแม็ก ขนาด 12 mm. x 10 mm.,วัสดุสำนักงาน,55.00,,กล่อง,1,50,0,วัสดุหมด,ประจำ,"2,750.00",0,0,
164,1ล08,ลูกแม็ก เบอร์ 10,วัสดุสำนักงาน,10.00,,กล่อง,10,200,0,วัสดุหมด,ประจำ,"2,000.00",0,0,
165,1ล13,ลูกแม็ก เบอร์ 23/13H,วัสดุสำนักงาน,8.00,,กล่อง,2,50,0,วัสดุหมด,ประจำ,400.00,0,0,
166,1ล09,ลูกแม็ก เบอร์ 23/15H,วัสดุสำนักงาน,38.00,,กล่อง,2,50,0,วัสดุหมด,ประจำ,"1,900.00",0,0,
167,1ล10,ลูกแม็ก เบอร์ 23/17,วัสดุสำนักงาน,89.00,,กล่อง,2,50,0,วัสดุหมด,ประจำ,"4,450.00",0,0,
168,1ล14,ลูกแม็ก เบอร์ 23/20,วัสดุสำนักงาน,129.00,,กล่อง,2,50,0,วัสดุหมด,ประจำ,"6,450.00",0,0,
169,1ล11,ลูกแม็ก เบอร์ 23/24,วัสดุสำนักงาน,130.00,,กล่อง,2,50,0,วัสดุหมด,ประจำ,"6,500.00",0,0,
170,1ล12,ลูกแม็ก เบอร์ 35,วัสดุสำนักงาน,15.00,,กล่อง,10,200,0,วัสดุหมด,ประจำ,"3,000.00",0,0,
171,1ว01,วงเล็บมุม 90 องศา,วัสดุสำนักงาน,6.00,,ตัว,0,0,0,วัสดุหมด,ครั้งคราว,0.00,0,0,
172,1ส06,สติ๊กเกอร์ ขาว,วัสดุสำนักงาน,5.00,,แผ่น,3,12,0,วัสดุหมด,ครั้งคราว,60.00,0,0,
173,1ส07,สติ๊กเกอร์ สี,วัสดุสำนักงาน,5.00,,แผ่น,3,12,0,วัสดุหมด,ครั้งคราว,60.00,0,0,
174,1ส01,สมุด ทะเบียนจ่าย,วัสดุสำนักงาน,200.00,5,เล่ม,2,10,0,วัสดุหมด,ประจำ,"1,000.00",0,0,
175,1ส02,สมุด ทะเบียนรับ - ส่งหนังสือ,วัสดุสำนักงาน,100.00,,เล่ม,2,10,0,วัสดุหมด,ประจำ,"1,000.00",0,0,
176,1ส03,สมุด ทะเบียนหนังสือส่ง,วัสดุสำนักงาน,65.00,5,เล่ม,2,10,0,วัสดุหมด,ประจำ,325.00,0,0,
177,1ส04,สมุดกล่าวรายงาน,วัสดุสำนักงาน,200.00,,เล่ม,3,10,0,วัสดุหมด,ประจำ,"2,000.00",0,0,
178,1ส05,สันห่วงกระดูกงู,วัสดุสำนักงาน,20.00,,ม้วน,10,50,0,วัสดุหมด,ประจำ,"1,000.00",0,0,
179,1ส08,สีชอร์ค 25 สี,วัสดุสำนักงาน,80.00,,กล่อง,0,0,0,วัสดุหมด,ครั้งคราว,0.00,0,0,
180,1ส09,สีชอร์ค 36 สี,วัสดุสำนักงาน,120.00,,กล่อง,0,0,0,วัสดุหมด,ครั้งคราว,0.00,0,0,
181,1ส10,ไสแฟ้ม 100 ไส้,วัสดุสำนักงาน,75.00,,ห่อ,0,0,0,วัสดุหมด,ครั้งคราว,0.00,0,0,
182,1ห02,หมึกเติมแท่นประทับ น้ำเงิน,วัสดุสำนักงาน,100.00,,อัน,1,6,0,วัสดุหมด,ประจำ,600.00,0,0,
183,1ห01,หมุดปักบอร์ด,วัสดุสำนักงาน,100.00,,กล่อง,2,50,0,วัสดุหมด,ประจำ,"5,000.00",0,0,
184,5ช03,ชุดยาสามัญประจำบ้าน,วัสดุวิทยาศาสตร์หรือการแพทย์,"2,500.00",,กล่อง,0,0,0,วัสดุหมด,ครั้งคราว,0.00,0,0,
185,5อ01,แอลกอฮอล์ทำความสะอาดมือ ขวดเล็ก,วัสดุวิทยาศาสตร์หรือการแพทย์,100.00,,ขวด,3,12,0,วัสดุหมด,ประจำ,"1,200.00",0,0,
186,5อ02,แอลกอฮอล์ทำความสะอาดมือ ขวดใหญ่,วัสดุวิทยาศาสตร์หรือการแพทย์,350.00,,แกลลอน,2,12,0,วัสดุหมด,ประจำ,"4,200.00",0,0,
187,7ด01, ดิจิตอลมัลติมิเตอร์ JT-830DN,วัสดุไฟฟ้าและวิทยุ,520.00,,เครื่อง,0,0,0,วัสดุหมด,ครั้งคราว,0.00,0,0,
188,7ถ01,ถ่าน AA,วัสดุไฟฟ้าและวิทยุ,55.00,,แพ็ค,20,200,0,วัสดุหมด,ประจำ,"11,000.00",0,0,
189,7ถ02,ถ่าน AAA,วัสดุไฟฟ้าและวิทยุ,60.00,,แพ็ค,20,200,0,วัสดุหมด,ประจำ,"12,000.00",0,0,
190,7ถ04,ถ่าน CR2032,วัสดุไฟฟ้าและวิทยุ,45.00,,ก้อน,10,100,0,วัสดุหมด,ประจำ,"4,500.00",0,0,
191,7ถ03,ถ่าน ไฟฉาย 9V,วัสดุไฟฟ้าและวิทยุ,29.00,,ก้อน,12,100,0,วัสดุหมด,ประจำ,"2,900.00",0,0,
192,7บ01,บัตรเปิดไม้กั้น,วัสดุไฟฟ้าและวิทยุ,330.00,,อัน,0,,0,วัสดุหมด,ครั้งคราว,0.00,0,0,
193,7ป01,ปลั๊กพ่วง 20m,วัสดุไฟฟ้าและวิทยุ,0.00,,อัน,0,1,0,วัสดุหมด,ครั้งคราว,0.00,0,0,
194,7ป02,ปลั๊กพ่วง 30m,วัสดุไฟฟ้าและวิทยุ,0.00,,อัน,0,1,0,วัสดุหมด,ครั้งคราว,0.00,0,0,
195,7ป03,ปลั๊กพ่วง 5m,วัสดุไฟฟ้าและวิทยุ,450.00,,อัน,6,100,0,วัสดุหมด,ประจำ,"45,000.00",0,0,
196,7ห01,หลอดไฟกลม 13 w,วัสดุไฟฟ้าและวิทยุ,0.00,,หลอด,10,40,0,วัสดุหมด,ครั้งคราว,0.00,0,0,
197,7ห03,หลอดไฟกลม 9w (Warm White),วัสดุไฟฟ้าและวิทยุ,100.00,,หลอด,0,12,0,วัสดุหมด,ครั้งคราว,"1,200.00",0,0,
198,7ห02,หลอดไฟยาว 36 W,วัสดุไฟฟ้าและวิทยุ,0.00,,หลอด,10,40,0,วัสดุหมด,ครั้งคราว,0.00,0,0,
199,4ก01,กระดาษชำระจัมโบ้โรล,วัสดุงานบ้านและงานครัว,75.00,144,ม้วน,48,432,0,วัสดุหมด,ประจำ,"10,800.00",0,0,
200,4ก02,กระดาษเช็ดชู่ กล่อง,วัสดุงานบ้านและงานครัว,30.00,240,กล่อง,30,420,0,วัสดุหมด,ประจำ,"7,200.00",0,0,
201,4ก03,กระดาษเช็ดชู ม้วนเล็ก,วัสดุงานบ้านและงานครัว,8.00,,ม้วน,30,150,0,วัสดุหมด,ประจำ,"1,200.00",0,0,
202,4ก07,กระดาษทิชชู่ แบบแขวน,วัสดุงานบ้านและงานครัว,50.00,36,อัน,3,24,0,วัสดุหมด,ประจำ,"1,800.00",0,0,
203,4ก06,ก๊อกน้ำ 1/2นิ้ว,วัสดุงานบ้านและงานครัว,150.00,,อัน,0,1,0,วัสดุหมด,ครั้งคราว,150.00,0,0,
204,4ก04,กาวยางพิเศษ UHU,วัสดุงานบ้านและงานครัว,0.00,,อัน,2,10,0,วัสดุหมด,ครั้งคราว,0.00,0,0,
205,4ก05,กุญแจลวด ,วัสดุงานบ้านและงานครัว,120.00,,อัน,0,0,0,วัสดุหมด,ครั้งคราว,0.00,0,0,
206,4จ01,เจลทำความสะอาดมือโดยไม่ตรงใช้น้ำ,วัสดุงานบ้านและงานครัว,250.00,,แกลลอน,3,12,0,วัสดุหมด,ประจำ,"3,000.00",0,0,
207,4จ02,เจลน้ำหอมปรับอากาศ,วัสดุงานบ้านและงานครัว,90.00,24,กระปุก,3,60,0,วัสดุหมด,ประจำ,"2,160.00",0,0,
208,4ช04,ชั้นเสียบไม้กวาด,วัสดุงานบ้านและงานครัว,"1,550.00",,อัน,0,0,0,วัสดุหมด,ครั้งคราว,0.00,0,0,
209,4ช03,ชุดไม้ม๊อบ เพดาน และผนัง,วัสดุงานบ้านและงานครัว,540.00,,ชุด,0,0,0,วัสดุหมด,ครั้งคราว,0.00,0,0,
210,4ช01,เชนไดร้ท์(ปลวก),วัสดุงานบ้านและงานครัว,130.00,,ขวด,3,12,0,วัสดุหมด,ประจำ,"1,560.00",0,0,
211,4ช02,เชือกฟาง,วัสดุงานบ้านและงานครัว,30.00,12,ม้วน,10,30,0,วัสดุหมด,ประจำ,360.00,0,0,
212,4ต04,ตระกร้ากลม,วัสดุงานบ้านและงานครัว,50.00,,อัน,1,12,0,วัสดุหมด,ประจำ,600.00,0,0,
213,4ต01,ตระกร้าเล็ก,วัสดุงานบ้านและงานครัว,30.00,,อัน,1,12,0,วัสดุหมด,ประจำ,360.00,0,0,
214,4ต02,ตระกร้าใหญ่,วัสดุงานบ้านและงานครัว,40.00,,อัน,1,12,0,วัสดุหมด,ประจำ,480.00,0,0,
215,4ต03,ตัวปั้มซักโครก (ค),วัสดุงานบ้านและงานครัว,50.00,,อัน,1,5,0,วัสดุหมด,ประจำ,250.00,0,0,
216,4ถ10,ถังขยะ เท้าเหยียบ ขนาด 11 ลิตร,วัสดุงานบ้านและงานครัว,160.00,,ใบ,0,0,0,วัสดุหมด,ครั้งคราว,0.00,0,0,
217,4ถ11,ถังขยะ ฝาแกว่ง,วัสดุงานบ้านและงานครัว,150.00,,ใบ,0,0,0,วัสดุหมด,ครั้งคราว,0.00,0,0,
218,4ถ12,"ถังขยะสแตนเลส แบบเท้าเหยียบ 
ขนาด 40 ลิตร พร้อมระบบ Soft Close",วัสดุงานบ้านและงานครัว,"2,700.00",,ถัง,0,4,0,วัสดุหมด,ครั้งคราว,0.00,0,0,
219,4ถ01,ถุงขยะเขียว 30x40,วัสดุงานบ้านและงานครัว,40.00,,แพ็ค,6,24,0,วัสดุหมด,ประจำ,960.00,0,0,
220,4ถ02,ถุงขยะดำ 18x20,วัสดุงานบ้านและงานครัว,40.00,,แพ็ค,25,50,0,วัสดุหมด,ประจำ,"2,000.00",0,0,
221,4ถ03,ถุงขยะดำ 22x30,วัสดุงานบ้านและงานครัว,40.00,50,แพ็ค,25,100,0,วัสดุหมด,ประจำ,"2,000.00",0,0,
222,4ถ04,ถุงขยะดำ 36x45,วัสดุงานบ้านและงานครัว,40.00,150,แพ็ค,75,300,0,วัสดุหมด,ประจำ,"6,000.00",0,0,
223,4ถ05,ถุงมือทางการแพทย์ L,วัสดุงานบ้านและงานครัว,2.00,,ชิ้น,20,100,0,วัสดุหมด,ครั้งคราว,200.00,0,0,
224,4ถ06,ถุงมือทางการแพทย์ M,วัสดุงานบ้านและงานครัว,2.00,,ชิ้น,20,100,0,วัสดุหมด,ครั้งคราว,200.00,0,0,
225,4ถ07,ถุงมือผ้า,วัสดุงานบ้านและงานครัว,5.00,,คู่,20,100,0,วัสดุหมด,ประจำ,500.00,0,0,
226,4ถ08,ถุงมือยางสีส้ม L,วัสดุงานบ้านและงานครัว,25.00,24,ชิ้น,20,50,0,วัสดุหมด,ประจำ,600.00,0,0,
227,4ถ13,ถุงมือยางสีส้ม M,วัสดุงานบ้านและงานครัว,30.00,,คู่,6,50,0,วัสดุหมด,ประจำ,"1,500.00",0,0,
228,4ถ09,ถุงใส่ผ้าอนามัย,วัสดุงานบ้านและงานครัว,120.00,,แพ็ค,3,30,0,วัสดุหมด,ครั้งคราว,"3,600.00",0,0,
229,4ท05,ที่กดสบู่,วัสดุงานบ้านและงานครัว,125.00,,อัน,0,0,0,วัสดุหมด,ครั้งคราว,0.00,0,0,
230,4ท01,ที่โกยขยะ (พลาสติก),วัสดุงานบ้านและงานครัว,35.00,,อัน,1,5,0,วัสดุหมด,ครั้งคราว,175.00,0,0,
231,4ท07,ที่คว่ำจาน,วัสดุงานบ้านและงานครัว,440.00,,อัน,0,0,0,วัสดุหมด,ครั้งคราว,0.00,0,0,
232,4ท02,เทป 2 หน้า 3M (ค),วัสดุงานบ้านและงานครัว,200.00,,ม้วน,1,20,0,วัสดุหมด,ประจำ,"4,000.00",0,0,
233,4ท06,เทปกันลื่น,วัสดุงานบ้านและงานครัว,"1,150.00",,ม้วน,0,0,0,วัสดุหมด,ครั้งคราว,0.00,0,0,
234,4ท03,เทปพันเกลียว,วัสดุงานบ้านและงานครัว,20.00,,ม้วน,2,10,0,วัสดุหมด,ประจำ,200.00,0,0,
235,4ท04,เทปพันสายไฟ,วัสดุงานบ้านและงานครัว,20.00,,ม้วน,2,10,0,วัสดุหมด,ประจำ,200.00,0,0,
236,4น01,น้ำมันสน,วัสดุงานบ้านและงานครัว,0.00,,ขวด,1,3,0,วัสดุหมด,ครั้งคราว,0.00,0,0,
237,4น02,น้ำมันอเนกประสงค์ (ISONAX),วัสดุงานบ้านและงานครัว,150.00,6,ขวด,2,20,0,วัสดุหมด,ประจำ,900.00,0,0,
238,4น03,น้ำยาขัดเงาสีรถ,วัสดุงานบ้านและงานครัว,190.00,,ขวด,2,10,0,วัสดุหมด,ครั้งคราว,"1,900.00",0,0,
239,4น04,น้ำยาเคลือบเงาพื้น,วัสดุงานบ้านและงานครัว,0.00,,แกลลอน,3,12,0,วัสดุหมด,ครั้งคราว,0.00,0,0,
240,4น05,น้ำยาเคลือบเงาหนัง ภายในรถ (Wax Win),วัสดุงานบ้านและงานครัว,60.00,,ขวด,2,10,0,วัสดุหมด,ครั้งคราว,600.00,0,0,
ฟ๐,4น06,น้ำยาฆ่าเชื้อ DETTOL น้ำตาล,วัสดุงานบ้านและงานครัว,"2,900.00",3,แกลลอน,1,36,0,วัสดุหมด,ประจำ,"8,700.00",0,0,
242,4น07,น้ำยาฆ่าเชื้อโรคและทำความสะอาด,วัสดุงานบ้านและงานครัว,240.00,,แกลลอน,2,6,0,วัสดุหมด,ครั้งคราว,"1,440.00",0,0,
243,4น08,น้ำยาเช็ดกระจก,วัสดุงานบ้านและงานครัว,65.00,24,ขวด,3,36,0,วัสดุหมด,ประจำ,"1,560.00",0,0,
244,4น18,น้ำยาเช็ดฝาชักโครก,วัสดุงานบ้านและงานครัว,"1,100.00",3,แกลลอน,2,20,0,วัสดุหมด,ประจำ,"3,300.00",0,0,
245,4น09,น้ำยาดันฝุ่น,วัสดุงานบ้านและงานครัว,360.00,,แกลลอน,4,36,0,วัสดุหมด,ประจำ,"12,960.00",0,0,
246,4น10,น้ำยาทำความสะอาด(LOUIS PENA SPA),วัสดุงานบ้านและงานครัว,0.00,,ขวด,2,4,0,วัสดุหมด,ครั้งคราว,0.00,0,0,
247,4น15,น้ำยาปรับผ้านุ่มไฮยีน,วัสดุงานบ้านและงานครัว,110.00,4,แกลลอน,1,36,0,วัสดุหมด,ประจำ,440.00,0,0,
248,4น20,น้ำยามาจิกคลีน,วัสดุงานบ้านและงานครัว,130.00,48,ขวด,6,,0,วัสดุหมด,ประจำ,"6,240.00",0,0,
249,4น19,น้ำยาลอกแวกซ์พื้น,วัสดุงานบ้านและงานครัว,400.00,,แกลลอน,0,0,0,วัสดุหมด,ครั้งคราว,0.00,0,0,
250,4น11,น้ำยาล้างจาน,วัสดุงานบ้านและงานครัว,40.00,12,ขวด,6,36,0,วัสดุหมด,ประจำ,480.00,0,0,
251,4น12,น้ำยาล้างรถ,วัสดุงานบ้านและงานครัว,100.00,,ขวด,2,12,0,วัสดุหมด,ครั้งคราว,"1,200.00",0,0,
252,4น13,น้ำยาล้างห้องน้ำ,วัสดุงานบ้านและงานครัว,55.00,24,แกลลอน,2,36,0,วัสดุหมด,ประจำ,"1,320.00",0,0,
253,4น14,น้ำยาล้างห้องน้ำ 3M,วัสดุงานบ้านและงานครัว,300.00,,แกลลอน,2,12,0,วัสดุหมด,ครั้งคราว,"3,600.00",0,0,
254,4น17,น้ำยาล้างห้องน้ำ ฟลอรัลคลีน 500,วัสดุงานบ้านและงานครัว,"1,863.25",,แกลลอน,0,4,0,วัสดุหมด,ประจำ,"7,453.00",0,0,
255,4น16,น้ำยาไฮเตอร์,วัสดุงานบ้านและงานครัว,190.00,3,แกลลอน,2,36,0,วัสดุหมด,ประจำ,570.00,0,0,
256,4บ01,ไบกอน (ยุงมดแมลงสาบ),วัสดุงานบ้านและงานครัว,110.00,24,ขวด,2,20,0,วัสดุหมด,ประจำ,"2,640.00",0,0,
257,4ป01,แปลงขัดห้องน้ำ,วัสดุงานบ้านและงานครัว,25.00,6,อัน,2,12,0,วัสดุหมด,ประจำ,150.00,0,0,
258,4ผ01,ผงซักผ้า,วัสดุงานบ้านและงานครัว,500.00,,ถัง,2,6,0,วัสดุหมด,ประจำ,"3,000.00",0,0,
259,4ผ02,ผ้าเช็ดทำความสะอาด,วัสดุงานบ้านและงานครัว,30.00,24,ผืน,6,60,0,วัสดุหมด,ประจำ,720.00,0,0,
260,4ผ03,ผ้าเช็ดรถ,วัสดุงานบ้านและงานครัว,100.00,,ผืน,2,30,0,วัสดุหมด,ประจำ,"3,000.00",0,0,
261,4ผ05,ผ้าปูโต๊ะ 1.35X2 เมตร,วัสดุงานบ้านและงานครัว,360.00,,ผืน,0,0,0,วัสดุหมด,ครั้งคราว,0.00,0,0,
262,4ผ04,ผ้าใส่ไม้ถูกพื้น ขนาด 12 นิ้ว ,วัสดุงานบ้านและงานครัว,55.00,12,ผืน,2,12,0,วัสดุหมด,ประจำ,660.00,0,0,
263,4ผ07,แผ่นกาวดักหนู,วัสดุงานบ้านและงานครัว,60.00,24,อัน,2,20,0,วัสดุหมด,ประจำ,"1,440.00",0,0,
264,4ผ06,แผ่นใสปูโต๊ะหนา 1 มม. 60X120 ซม.,วัสดุงานบ้านและงานครัว,225.00,,แผ่น,0,0,0,วัสดุหมด,ครั้งคราว,0.00,0,0,
265,4พ02,พรมเช็ดเท้า,วัสดุงานบ้านและงานครัว,165.00,,แผ่น,0,0,0,วัสดุหมด,ครั้งคราว,0.00,0,0,
266,4พ01,พียูโฟม,วัสดุงานบ้านและงานครัว,210.00,24,ขวด,1,20,0,วัสดุหมด,ประจำ,"5,040.00",0,0,
267,4ฟ01,ฟลัชวาล์ว (ค),วัสดุงานบ้านและงานครัว,0.00,,อัน,0,1,0,วัสดุหมด,ครั้งคราว,0.00,0,0,
268,4ม01,ไม้กวาดดอกหญ้า,วัสดุงานบ้านและงานครัว,45.00,,ด้าม,1,10,0,วัสดุหมด,ประจำ,450.00,0,0,
269,4ม05,ไม้กวาดทางมะพร้าว,วัสดุงานบ้านและงานครัว,50.00,,อัน,0,0,0,วัสดุหมด,ครั้งคราว,0.00,0,0,
270,4ม08,ไม้กวาดหยักไย่,วัสดุงานบ้านและงานครัว,50.00,,ด้าม,0,,0,วัสดุหมด,ครั้งคราว,0.00,0,0,
271,4ม02,ไม้ขนไก่ปัดฝุ่น,วัสดุงานบ้านและงานครัว,120.00,,อัน,1,8,0,วัสดุหมด,ประจำ,960.00,0,0,
272,4ม07,ไม้แขวน,วัสดุงานบ้านและงานครัว,"1,850.00",,อัน,0,0,0,วัสดุหมด,ครั้งคราว,0.00,0,0,
273,4ม04,ไม้ถูพื้น,วัสดุงานบ้านและงานครัว,250.00,,อัน,1,2,0,วัสดุหมด,ครั้งคราว,500.00,0,0,
274,4ม03,ไม้รีดน้ำ,วัสดุงานบ้านและงานครัว,200.00,,ด้าม,0,3,0,วัสดุหมด,ครั้งคราว,600.00,0,0,
275,4ม06,ไม้ล้างรถบัส,วัสดุงานบ้านและงานครัว,"1,000.00",,ด้าม,0,0,0,วัสดุหมด,ครั้งคราว,0.00,0,0,
276,4ร01,รองเท้าบูช,วัสดุงานบ้านและงานครัว,160.00,,คู่,0,0,0,วัสดุหมด,ครั้งคราว,0.00,0,0,
277,4ส01,สก๊อตช์-ไบรต์ แผ่นใย,วัสดุงานบ้านและงานครัว,25.00,,ชิ้น,5,40,0,วัสดุหมด,ประจำ,"1,000.00",0,0,
278,4ส02,สก๊อตช์-ไบรต์ ฟองน้ำ+แผ่นใย,วัสดุงานบ้านและงานครัว,15.00,24,ชิ้น,5,40,0,วัสดุหมด,ประจำ,360.00,0,0,
279,4ส03,สบู่เหลวล้างมือ,วัสดุงานบ้านและงานครัว,160.00,6,แกลลอน,3,36,0,วัสดุหมด,ประจำ,960.00,0,0,
280,4ส04,สเปรย์เคลือบเงา (Waxy),วัสดุงานบ้านและงานครัว,225.00,,ขวด,3,10,0,วัสดุหมด,ครั้งคราว,"2,250.00",0,0,
281,4ส05,สเปรย์ทำความสะอาดไวท์บอร์ด,วัสดุงานบ้านและงานครัว,100.00,,ขวด,1,20,0,วัสดุหมด,ประจำ,"2,000.00",0,0,
282,4ส06,สเปรย์ปรับอากาศ Dettol,วัสดุงานบ้านและงานครัว,280.00,48,ขวด,6,60,0,วัสดุหมด,ประจำ,"13,440.00",0,0,
283,4ส12,สเปรย์ปรับอากาศ เกรด,วัสดุงานบ้านและงานครัว,120.00,,ขวด,6,,0,วัสดุหมด,ประจำ,0.00,0,0,
284,4ส07,สเปรย์โฟมเคลือบเงายางล้อรถ,วัสดุงานบ้านและงานครัว,250.00,,ขวด,2,12,0,วัสดุหมด,ประจำ,"3,000.00",0,0,
285,4ส08,สเปรย์ไล่หนู,วัสดุงานบ้านและงานครัว,120.00,,ขวด,2,20,0,วัสดุหมด,ประจำ,"2,400.00",0,0,
286,4ส09,สเปรย์สี KOBE,วัสดุงานบ้านและงานครัว,0.00,,ขวด,2,12,0,วัสดุหมด,ครั้งคราว,0.00,0,0,
287,4ส10,สายฉีดชำระ,วัสดุงานบ้านและงานครัว,0.00,,อัน,2,10,0,วัสดุหมด,ครั้งคราว,0.00,0,0,
288,4ส11,สายล๊อตจักรยาน,วัสดุงานบ้านและงานครัว,315.00,,อัน,0,0,0,วัสดุหมด,ครั้งคราว,0.00,0,0,
289,9ข01,ขาตั้งกล้อง,วัสดุโฆษณาและเผยแพร่,550.00,,อัน,0,,0,วัสดุหมด,ครั้งคราว,0.00,0,0,
290,9ม01,มาสคอตสิงโต,วัสดุโฆษณาและเผยแพร่,"49,220.00",,ตัว,0,0,0,วัสดุหมด,ครั้งคราว,0.00,0,0,
291,3ก01,กล้องติดคอมพิวเตอร์,วัสดุคอมพิวเตอร์,550.00,,ชุด,1,12,2,OK,ประจำ,"6,600.00",0,0,
292,3ก02,กล่องใส่แผ่น CD,วัสดุคอมพิวเตอร์,5.00,,กล่อง,6,48,0,วัสดุหมด,ประจำ,240.00,0,0,
293,3ก03,การ์ดจอ RTX 3050 6GB,วัสดุคอมพิวเตอร์,"6,190.00",,อัน,0,0,0,วัสดุหมด,ครั้งคราว,0.00,0,0,
294,3ค01,คีย์บอร์ด,วัสดุคอมพิวเตอร์,360.00,,อัน,2,20,0,วัสดุหมด,ประจำ,"7,200.00",0,0,
295,3ค02,เครื่องบันทึกเสียง,วัสดุคอมพิวเตอร์,"4,900.00",,เครื่อง,0,,0,วัสดุหมด,ประจำ,0.00,0,0,
296,3ช01,ชุดไมค์,วัสดุคอมพิวเตอร์,0.00,,ชุด,1,3,0,วัสดุหมด,ครั้งคราว,0.00,0,0,
297,3ซ01,ซองใส่แผ่น CD,วัสดุคอมพิวเตอร์,1.00,,แพ็ค,1,6,0,วัสดุหมด,ประจำ,6.00,0,0,
298,3ซ02,ซีพียู,วัสดุคอมพิวเตอร์,"3,820.00",,อัน,0,0,0,วัสดุหมด,ครั้งคราว,0.00,0,0,
299,3ด04,ดรัม Brother DR1000,วัสดุคอมพิวเตอร์,"1,190.00",,กล่อง,1,15,0,วัสดุหมด,ประจำ,"17,850.00",0,0,
300,3ด01,ดรัม Brother DR2455 ,วัสดุคอมพิวเตอร์,"3,190.00",,กล่อง,3,15,0,วัสดุหมด,ประจำ,"47,850.00",0,0,
301,3ด02,ดรัม Brother DR2560,วัสดุคอมพิวเตอร์,"4,290.00",,กล่อง,3,15,0,วัสดุหมด,ประจำ,"64,350.00",0,0,
302,3ด03,ดีลิ้งค์,วัสดุคอมพิวเตอร์,943.74,,อัน,1,2,0,วัสดุหมด,ประจำ,"1,887.48",0,0,
303,3บ01,แบตเตอรี่ 7.2ah 12V,วัสดุคอมพิวเตอร์,490.00,,ก้อน,0,,0,วัสดุหมด,ครั้งคราว,0.00,0,0,
304,3ผ01,แผ่น CD-R,วัสดุคอมพิวเตอร์,5.00,,แพ็ค,2,12,0,วัสดุหมด,ประจำ,60.00,0,0,
305,3ผ02,แผ่น DVD,วัสดุคอมพิวเตอร์,5.00,,แพ็ค,2,6,0,วัสดุหมด,ประจำ,30.00,0,0,
306,3ผ03,แผ่นรองเมาส์,วัสดุคอมพิวเตอร์,90.00,,แผ่น,2,20,0,วัสดุหมด,ประจำ,"1,800.00",0,0,
307,3พ01,พอร์ตแยก HDMI,วัสดุคอมพิวเตอร์,590.00,,อัน,0,0,0,วัสดุหมด,ครั้งคราว,0.00,0,0,
308,3ฟ01,แฟลชไดร์ฟ 32GB,วัสดุคอมพิวเตอร์,220.00,,อัน,5,50,0,วัสดุหมด,ประจำ,"11,000.00",0,0,
309,3ฟ03,แฟลชไดร์ฟ 32GB (สำหรับนักศึกษา),วัสดุคอมพิวเตอร์,130.00,,อัน,0,1000,0,วัสดุหมด,ครั้งคราว,"130,000.00",0,0,
310,3ฟ02,แฟลชไดร์ฟ 64GB,วัสดุคอมพิวเตอร์,130.00,,อัน,7,20,0,วัสดุหมด,ประจำ,"2,600.00",0,0,
311,3ม02,เมนบอร์ด,วัสดุคอมพิวเตอร์,"2,250.00",,อัน,0,0,0,วัสดุหมด,ครั้งคราว,0.00,0,0,
312,3ม01,เมาส์,วัสดุคอมพิวเตอร์,180.00,,อัน,2,10,0,วัสดุหมด,ประจำ,"1,800.00",0,0,
313,3ม03,ไมไวเลส Saramonic Blink500 B2+,วัสดุคอมพิวเตอร์,"4,850.00",,ตัว,0,0,0,วัสดุหมด,ครั้งคราว,0.00,0,0,
314,3ร01,เร้าเตอร์ wifi,วัสดุคอมพิวเตอร์,"2,089.71",,อัน,1,3,0,วัสดุหมด,ครั้งคราว,"6,269.13",0,0,
315,3ร02,แรม DDR 8GB (2133),วัสดุคอมพิวเตอร์,823.90,,อัน,1,3,0,วัสดุหมด,ครั้งคราว,"2,471.70",0,0,
316,3ร04,แรม DDR 8GB (3200),วัสดุคอมพิวเตอร์,"2,250.00",,อัน,0,0,0,วัสดุหมด,ครั้งคราว,0.00,0,0,
317,3ร03,แรม Ram DDR 8GB (2666),วัสดุคอมพิวเตอร์,866.70,,อัน,1,3,0,วัสดุหมด,ครั้งคราว,"2,600.10",0,0,
318,3ส01,สาย audio 3.5 เมตร,วัสดุคอมพิวเตอร์,0.00,,เส้น,3,12,0,วัสดุหมด,ครั้งคราว,0.00,0,0,
319,3ส05,สาย Display Port 2 เมตร,วัสดุคอมพิวเตอร์,20.00,,เส้น,1,5,0,วัสดุหมด,ประจำ,100.00,0,0,
